video_id,gt_start,gt_end,pred_start,pred_end,iou,hit@0.3,hit@0.5,hit@0.7
HWYTN,0.0,4.0,0.0,7.336666666666667,0.5452067242162654,1,1,0
GG4UR,10.0,15.4,9.346666666666668,17.346666666666668,0.675,1,1,0
GG4UR,0.0,3.6,2.0060000000000002,10.006,0.15930441734959022,0,0,0
GG4UR,0.0,3.6,2.0060000000000002,10.006,0.15930441734959022,0,0,0
GG4UR,0.0,3.6,2.0060000000000002,10.006,0.15930441734959022,0,0,0
GG4UR,10.0,15.4,9.346666666666668,17.346666666666668,0.675,1,1,0
XDVAY,0.0,7.9,0.0,4.833333333333333,0.6118143459915611,1,1,0
MLBTH,0.0,8.0,5.342666666666666,13.342666666666666,0.19916058758868796,0,0,0
MLBTH,0.0,8.0,5.342666666666666,13.342666666666666,0.19916058758868796,0,0,0
MLBTH,0.0,8.0,5.342666666666666,13.342666666666666,0.19916058758868796,0,0,0
IR31O,5.6,12.9,3.5,11.5,0.6276595744680851,1,1,0
IR31O,1.3,7.7,26.833333333333332,31.0,0.0,0,0,0
KX8VW,16.3,22.1,5.333333333333334,13.333333333333334,0.0,0,0,0
KX8VW,5.9,15.4,1.333333333333333,9.333333333333332,0.24407582938388614,0,0,0
KX8VW,0.0,5.5,0.0,4.666666666666667,0.8484848484848485,1,1,1
NVBBD,0.0,6.5,6.19108280254777,14.19108280254777,0.021768402154398597,0,0,0
NVBBD,19.1,32.0,21.477707006369428,29.477707006369428,0.62015503875969,1,1,0
NVBBD,19.1,32.0,21.477707006369428,29.477707006369428,0.62015503875969,1,1,0
NVBBD,0.0,6.5,0.0,7.057324840764331,0.921028880866426,1,1,1
NVBBD,19.1,32.0,26.573248407643312,31.235668789808916,0.3614279366019848,1,0,0
NVBBD,0.0,6.5,8.229299363057326,16.229299363057326,0.0,0,0,0
4C4LC,27.3,32.0,0.0,4.0,0.0,0,0,0
J4GX8,18.8,27.3,20.950213371266003,28.950213371266003,0.6255815908963509,1,1,0
J4GX8,0.0,8.4,20.118539592223804,28.118539592223804,0.0,0,0,0
J4GX8,16.6,22.2,20.950213371266003,28.950213371266003,0.10119554951509983,0,0,0
J4GX8,16.6,22.2,20.950213371266003,28.950213371266003,0.10119554951509983,0,0,0
HPEE5,20.3,25.0,4.675333333333333,12.675333333333333,0.0,0,0,0
HPEE5,12.6,21.4,4.675333333333333,12.675333333333333,0.004504324949176847,0,0,0
MBGPJ,0.0,12.8,1.0,9.0,0.625,1,1,0
MBGPJ,13.7,20.9,13.5,21.5,0.8999999999999999,1,1,1
MBGPJ,10.5,18.1,21.0,26.625,0.0,0,0,0
NEM29,4.0,17.8,0.0,6.669333333333333,0.1499625468164794,0,0,0
NEM29,0.0,5.2,12.016000000000002,20.016000000000002,0.0,0,0,0
SA7GL,7.6,17.0,0.0,4.0,0.0,0,0,0
SA7GL,0.0,6.8,0.0,5.334666666666667,0.7845098039215687,1,1,1
SA7GL,0.0,6.8,0.0,5.334666666666667,0.7845098039215687,1,1,1
0QA8P,7.3,28.1,44.8,51.72,0.0,0,0,0
0QA8P,38.1,43.6,29.6,37.6,0.0,0,0,0
0QA8P,0.0,9.8,36.0,44.0,0.0,0,0,0
BWHUX,4.7,10.1,1.3712904525312206,9.37129045253122,0.5351639239600816,1,1,0
KJ8G2,5.2,10.4,21.358666666666668,29.358666666666668,0.0,0,0,0
D87UN,1.5,11.4,19.41293732022209,27.41293732022209,0.0,0,0,0
D87UN,1.5,11.4,0.0,6.006823198876178,0.3953353683224718,1,0,0
XJOJL,29.4,35.1,0.0,4.0,0.0,0,0,0
XJOJL,45.6,49.0,34.0,42.0,0.0,0,0,0
67MSU,22.7,31.0,13.600000000000001,21.6,0.0,0,0,0
67MSU,0.0,3.8,0.7999999999999998,8.8,0.3409090909090909,1,0,0
67MSU,0.0,3.8,0.7999999999999998,8.8,0.3409090909090909,1,0,0
9NRLA,13.6,19.7,0.0,4.0,0.0,0,0,0
9NRLA,13.6,19.7,16.0,24.0,0.35576923076923067,1,0,0
9NRLA,0.0,3.1,0.0,4.0,0.775,1,1,1
I6NJ6,4.7,13.4,0.0,5.333333333333333,0.047263681592039766,0,0,0
KG20W,16.2,31.8,23.377777777777776,31.36,0.5116809116809117,1,1,0
68JOO,0.0,3.8,0.0,4.0,0.95,1,1,1
68JOO,8.1,16.1,0.0,5.2018508503094765,0.0,0,0,0
68JOO,8.1,16.1,0.0,4.0,0.0,0,0,0
68JOO,8.1,16.1,11.624061054023198,19.624061054023198,0.388399447468581,1,0,0
68JOO,11.8,19.6,3.2111051018568606,11.21110510185686,0.0,0,0,0
QHARF,0.0,11.3,2.525995214270176,10.525995214270175,0.7079646017699114,1,1,1
QHARF,0.0,11.3,2.525995214270176,10.525995214270175,0.7079646017699114,1,1,1
QHARF,0.0,11.3,2.525995214270176,10.525995214270175,0.7079646017699114,1,1,1
P1EK9,20.8,27.0,0.004000000000000448,8.004000000000001,0.0,0,0,0
P1EK9,20.8,27.0,0.0,4.667333333333334,0.0,0,0,0
P1EK9,20.8,27.0,18.689333333333334,25.892533333333333,0.612770736403016,1,1,0
P1EK9,5.8,11.2,5.342666666666666,13.342666666666666,0.6749999999999999,1,1,0
KZSA9,9.5,17.7,7.683380391393243,15.683380391393243,0.6173120906059154,1,1,0
KZSA9,23.6,30.9,15.472300652322069,23.47230065232207,0.0,0,0,0
KZSA9,19.5,29.6,7.683380391393243,15.683380391393243,0.0,0,0,0
LQ0LM,12.1,17.9,13.333333333333332,21.333333333333332,0.4945848375451264,1,0,0
LQ0LM,16.0,21.0,0.0,8.0,0.0,0,0,0
LQ0LM,14.0,19.0,13.333333333333332,21.333333333333332,0.625,1,1,0
ORW6Y,18.7,25.8,10.461813924660834,18.461813924660834,0.0,0,0,0
ORW6Y,17.6,31.0,20.791681013704288,28.791681013704288,0.5970149253731344,1,1,0
D8HN1,7.2,13.1,20.8,27.68,0.0,0,0,0
D8HN1,7.2,13.1,0.7999999999999998,8.8,0.13008130081300817,0,0,0
D8HN1,23.9,28.9,21.6,27.68,0.5178082191780825,1,1,0
D8HN1,23.9,28.9,21.6,27.68,0.5178082191780825,1,1,0
BY6ZZ,15.5,27.0,0.0,4.0,0.0,0,0,0
T8B7B,19.6,25.4,0.0,4.0,0.0,0,0,0
T8B7B,22.3,28.8,0.0,4.0,0.0,0,0,0
T8B7B,20.0,27.7,0.0,4.0,0.0,0,0,0
D8OSC,7.1,17.9,0.0,4.0,0.0,0,0,0
TGDWN,21.4,29.2,11.060402684563758,19.06040268456376,0.0,0,0,0
X2Q00,1.4,9.6,24.028000000000002,32.028000000000006,0.0,0,0,0
X2Q00,1.4,9.6,20.024,28.024,0.0,0,0,0
X2Q00,23.7,33.8,13.350666666666665,21.350666666666665,0.0,0,0,0
S8TT8,23.5,31.6,22.0,30.0,0.6770833333333333,1,1,0
S8TT8,13.3,23.6,10.666666666666666,18.666666666666664,0.4149484536082471,1,0,0
S8TT8,23.5,31.6,22.0,30.0,0.6770833333333333,1,1,0
S8TT8,13.3,23.6,0.0,4.0,0.0,0,0,0
QG4N1,22.2,31.0,0.0,4.0,0.0,0,0,0
QG4N1,22.2,31.0,0.0,4.0,0.0,0,0,0
AOMNM,0.0,5.1,25.248318221702252,29.833284586136298,0.0,0,0,0
X8MNV,2.1,8.1,0.0936071501671556,8.093607150167156,0.7486026807056175,1,1,1
NHUV1,0.0,3.1,0.0,4.0,0.775,1,1,1
NNG97,1.4,6.6,0.0,4.0,0.393939393939394,1,0,0
NNG97,1.4,6.6,0.0,4.0,0.393939393939394,1,0,0
NNG97,0.0,2.6,0.0,4.833333333333333,0.5379310344827587,1,1,0
A1NKP,11.6,17.6,12.666666666666668,20.666666666666668,0.5441176470588235,1,1,0
EDXBD,9.2,14.0,6.01001001001001,12.84617951284618,0.4563434394053289,1,0,0
BW5MF,0.0,3.8,12.016000000000002,20.016000000000002,0.0,0,0,0
UZMMO,20.9,37.0,22.666666666666668,30.666666666666668,0.49689440993788814,1,0,0
UZMMO,17.4,25.1,25.333333333333332,33.33333333333333,0.0,0,0,0
UZMMO,22.5,37.0,30.666666666666664,36.3,0.38850574712643676,1,0,0
CHBAS,6.4,13.2,13.350666666666665,21.350666666666665,0.0,0,0,0
CHBAS,0.0,7.4,2.673333333333334,10.673333333333334,0.4428482198625859,1,0,0
M2F66,17.1,23.0,30.034,38.034,0.0,0,0,0
M2F66,17.1,23.0,0.0,4.0,0.0,0,0,0
M2F66,0.0,23.5,29.366666666666667,37.36666666666667,0.0,0,0,0
M2F66,0.0,23.5,29.366666666666667,37.36666666666667,0.0,0,0,0
M2F66,9.6,24.5,29.366666666666667,37.36666666666667,0.0,0,0,0
M2F66,17.1,23.0,30.034,38.034,0.0,0,0,0
KMZHU,3.6,11.0,0.8227634434530984,8.822763443453098,0.5131809027366426,1,1,0
0CG15,9.1,14.3,20.0,28.0,0.0,0,0,0
0CG15,22.8,29.7,28.0,33.13333333333333,0.164516129032258,0,0,0
0CG15,25.8,33.3,20.0,28.0,0.16541353383458646,0,0,0
9XXJ7,2.0,8.2,9.346666666666668,17.346666666666668,0.0,0,0,0
9XXJ7,0.6,6.8,0.0,6.669333333333333,0.8925490196078432,1,1,1
HKBKA,11.9,24.9,6.833333333333334,14.833333333333334,0.1623616236162362,0,0,0
N39RU,0.0,7.3,25.333333333333332,30.366666666666667,0.0,0,0,0
E0MK4,5.3,13.8,10.717687985014717,17.293283382392293,0.2570031839246391,0,0,0
ECMQU,19.8,25.6,18.022000000000002,26.022000000000002,0.7250000000000001,1,1,1
ECMQU,0.0,6.5,3.3406666666666665,11.340666666666667,0.27858444535888544,0,0,0
ECMQU,0.0,14.0,23.360666666666667,29.796433333333333,0.0,0,0,0
M6LFI,1.0,8.0,0.6713333333333331,8.671333333333333,0.875,1,1,1
M6LFI,4.0,9.5,3.3406666666666665,11.340666666666667,0.6875,1,1,0
618HP,0.0,3.5,0.0,4.0,0.875,1,1,1
618HP,15.2,21.2,16.0,24.0,0.5909090909090908,1,1,0
618HP,0.0,3.5,24.333333333333332,29.583333333333332,0.0,0,0,0
UVEPN,10.8,17.0,9.346666666666668,17.346666666666668,0.7749999999999999,1,1,1
Q8HQM,3.3,10.6,7.333333333333334,15.333333333333334,0.27146814404432124,0,0,0
GJJA1,0.0,8.0,23.360666666666667,31.360666666666667,0.0,0,0,0
GJJA1,0.0,8.0,23.360666666666667,31.360666666666667,0.0,0,0,0
GJJA1,0.0,12.2,3.3406666666666665,11.340666666666667,0.6557377049180328,1,1,0
HMSM8,14.3,24.8,23.46332641168196,31.04695558979168,0.07981591526598575,0,0,0
HMSM8,14.3,24.8,22.123651952575525,30.123651952575525,0.16913592737287564,0,0,0
HMSM8,14.3,24.8,22.123651952575525,30.123651952575525,0.16913592737287564,0,0,0
3P8NL,0.0,3.4,9.333333333333334,17.333333333333336,0.0,0,0,0
3P8NL,0.0,3.1,9.333333333333334,17.333333333333336,0.0,0,0,0
3P8NL,0.0,10.3,13.5,21.5,0.0,0,0,0
VSS68,1.1,8.3,0.0,4.0,0.34939759036144574,1,0,0
VSS68,0.7,6.1,0.0,4.0,0.5409836065573771,1,1,0
P4DL9,0.0,7.2,0.004000000000000448,8.004000000000001,0.8990504747626185,1,1,1
P4DL9,9.2,18.1,0.0,4.0,0.0,0,0,0
P4DL9,9.2,18.1,12.683333333333334,20.683333333333334,0.47169811320754723,1,0,0
P4DL9,0.0,7.2,0.004000000000000448,8.004000000000001,0.8990504747626185,1,1,1
5TLQE,16.9,22.9,5.166666666666666,13.166666666666666,0.0,0,0,0
5TLQE,16.9,22.9,5.166666666666666,13.166666666666666,0.0,0,0,0
LTJEO,19.0,32.0,4.008000000000001,12.008000000000001,0.0,0,0,0
LTJEO,19.0,32.0,18.022000000000002,26.022000000000002,0.5023608527686366,1,1,0
LTJEO,0.0,8.2,2.0060000000000002,10.006,0.6190285828502897,1,1,0
LTJEO,0.0,8.2,16.02,24.02,0.0,0,0,0
LTJEO,11.2,19.0,16.02,24.02,0.2324492979719189,0,0,0
GIIMN,9.8,23.2,0.0,4.0,0.0,0,0,0
CBVUS,0.1,7.5,12.799999999999997,20.799999999999997,0.0,0,0,0
CBVUS,0.1,7.5,12.799999999999997,20.799999999999997,0.0,0,0,0
DPJH4,5.2,12.7,12.666666666666668,20.666666666666668,0.0021551724137929807,0,0,0
DPJH4,14.8,21.9,0.0,6.666666666666666,0.0,0,0,0
W0RSP,1.2,6.9,0.0,4.0,0.40579710144927533,1,0,0
IH3GN,0.0,5.2,15.352666666666668,23.352666666666668,0.0,0,0,0
VG94P,18.0,33.0,0.666666666666667,8.666666666666668,0.0,0,0,0
VG94P,18.0,33.0,26.666666666666668,32.166666666666664,0.3666666666666664,1,0,0
92TUQ,5.0,11.0,13.350666666666665,21.350666666666665,0.0,0,0,0
92TUQ,5.0,11.0,0.0,4.667333333333334,0.0,0,0,0
YEHFQ,8.1,22.6,10.014000000000001,18.014000000000003,0.5517241379310346,1,1,0
YEHFQ,20.7,32.0,20.691333333333333,28.691333333333333,0.7066556623238813,1,1,1
YEHFQ,20.7,32.0,0.0,4.0,0.0,0,0,0
1E1VE,3.7,12.5,0.0,8.0,0.344,1,0,0
813XE,0.0,6.3,0.0,4.0,0.6349206349206349,1,1,0
813XE,6.0,11.0,0.0,4.0,0.0,0,0,0
813XE,0.0,4.0,3.84390626532013,11.843906265320129,0.013179244345839225,0,0,0
813XE,1.0,6.0,0.0,5.960976566330032,0.826829427721672,1,1,1
U896B,0.0,5.3,18.022000000000002,26.022000000000002,0.0,0,0,0
ZS1P1,24.6,35.2,0.0,4.0,0.0,0,0,0
ZS1P1,31.8,37.8,14.018,22.018,0.0,0,0,0
ZS1P1,24.6,35.2,0.0,4.667333333333334,0.0,0,0,0
FIJ3D,0.0,5.3,0.0,7.34851326011251,0.7212343248760572,1,1,1
FIJ3D,18.1,22.9,6.715242432360032,14.715242432360032,0.0,0,0,0
FIJ3D,0.0,5.3,0.0,7.34851326011251,0.7212343248760572,1,1,1
FIJ3D,19.0,26.7,24.797214036967585,29.80176801500134,0.176155047987501,0,0,0
FIJ3D,23.6,31.0,21.448700776855077,29.448700776855077,0.612346094516898,1,1,0
FIJ3D,1.4,11.1,0.0,7.34851326011251,0.5359020955056315,1,1,0
0G2SC,9.5,18.8,10.014000000000001,18.014000000000003,0.860215053763441,1,1,1
TANH9,12.4,22.6,12.8,20.8,0.784313725490196,1,1,1
WZN0I,1.9,7.7,3.2111051018568606,11.21110510185686,0.48210119518981104,1,0,0
WZN0I,1.3,8.2,3.2111051018568606,11.21110510185686,0.5033641402116159,1,1,0
WZN0I,0.0,5.7,8.018508503094766,16.018508503094765,0.0,0,0,0
1LARL,3.6,10.2,11.348666666666666,19.348666666666666,0.0,0,0,0
MMFXQ,4.3,9.4,0.0,4.0,0.0,0,0,0
MMFXQ,1.1,6.4,0.0,4.0,0.45312499999999994,1,0,0
9INKU,4.0,15.7,4.0,12.0,0.6837606837606838,1,1,0
0S9KN,12.7,16.8,9.54198013842913,17.541980138429132,0.5125000000000001,1,1,0
4UYGY,8.1,19.3,21.358666666666668,29.358666666666668,0.0,0,0,0
4UYGY,17.5,22.7,22.026,29.996633333333335,0.053934526365767795,0,0,0
4UYGY,8.1,19.3,11.348666666666666,19.348666666666666,0.7068689622473775,1,1,1
4UYGY,8.1,19.3,12.016000000000002,20.016000000000002,0.6112789526686806,1,1,0
QUGSS,2.1,11.2,10.4,18.4,0.04907975460122694,0,0,0
WEYV3,0.0,5.5,14.892128279883384,22.892128279883384,0.0,0,0,0
WEYV3,0.0,3.9,14.892128279883384,22.892128279883384,0.0,0,0,0
WEYV3,0.0,3.9,14.892128279883384,22.892128279883384,0.0,0,0,0
WEYV3,0.0,12.5,3.6967930029154523,11.696793002915452,0.64,1,1,0
WEYV3,18.8,30.0,7.195335276967931,15.195335276967931,0.0,0,0,0
V6IIE,20.7,31.0,20.654339496918208,28.654339496918208,0.7688575799049998,1,1,1
V6IIE,14.7,21.7,13.991004497751124,21.991004497751124,0.875,1,1,1
V6IIE,20.7,31.0,12.658337497917707,20.658337497917707,0.0,0,0,0
V6IIE,0.0,14.0,12.658337497917707,20.658337497917707,0.06494532787149637,0,0,0
V6IIE,20.7,31.0,20.654339496918208,28.654339496918208,0.7688575799049998,1,1,1
ZHOP3,2.5,11.1,26.0,31.966666666666665,0.0,0,0,0
ZHOP3,2.5,11.1,6.0,14.0,0.4434782608695652,1,0,0
1G9R7,2.7,12.6,6.666666666666666,14.666666666666666,0.49582172701949867,1,0,0
HPAYB,5.2,12.7,27.848212773166185,35.84821277316618,0.0,0,0,0
SKLEN,4.8,15.0,7.666666666666666,15.666666666666666,0.6748466257668712,1,1,0
SKLEN,13.1,21.4,8.5,16.5,0.2635658914728683,0,0,0
SKLEN,4.8,15.0,16.833333333333332,24.833333333333332,0.0,0,0,0
L347E,28.3,33.8,25.645600323406548,33.64560032340655,0.655547990706252,1,1,0
B5YYS,5.5,15.5,5.36110461034402,13.36110461034402,0.7753413274550762,1,1,1
2074D,3.3,11.2,0.0,4.0,0.06250000000000001,0,0,0
2074D,3.3,11.2,0.0,6.492004817875981,0.2850004301674983,0,0,0
9PAQ4,11.9,16.7,13.350666666666665,19.1191,0.46395441721728947,1,0,0
9PAQ4,11.9,16.7,13.350666666666665,19.1191,0.46395441721728947,1,0,0
9PAQ4,11.9,16.7,13.350666666666665,19.1191,0.46395441721728947,1,0,0
6AJX0,1.1,6.5,0.0,4.0,0.4461538461538461,1,0,0
6AJX0,7.8,13.2,0.0,4.0,0.0,0,0,0
6AJX0,7.8,13.2,2.1274509803921564,10.127450980392156,0.21020010625110677,0,0,0
ACMHK,16.0,23.0,15.185833333333331,23.18583333333333,0.875,1,1,1
TQGPM,21.5,27.4,26.03,30.9309,0.1452671537180966,0,0,0
AK9IB,21.1,29.0,0.0,4.0,0.0,0,0,0
UQW95,1.4,11.7,4.333333333333334,12.333333333333334,0.6737804878048779,1,1,0
UQW95,8.0,15.8,0.0,6.5,0.0,0,0,0
UQW95,8.0,15.8,5.166666666666666,13.166666666666666,0.48589341692789956,1,0,0
UQW95,1.4,11.7,0.0,6.5,0.4358974358974359,1,0,0
UQW95,1.4,11.7,4.333333333333334,12.333333333333334,0.6737804878048779,1,1,0
BTW1H,15.0,29.0,17.354666666666667,25.354666666666667,0.5714285714285714,1,1,0
BTW1H,2.8,10.7,21.358666666666668,29.358666666666668,0.0,0,0,0
OE751,12.0,23.4,27.36466666666667,33.19983333333333,0.0,0,0,0
OE751,12.0,23.4,27.36466666666667,33.19983333333333,0.0,0,0,0
OE751,21.1,34.0,26.03,33.19983333333333,0.555801033591731,1,1,0
Q3HZI,8.6,17.7,6.666666666666666,14.666666666666666,0.5498489425981873,1,1,0
Q3HZI,0.0,3.7,24.0,30.766666666666666,0.0,0,0,0
4P13T,0.0,3.6,0.0,6.002000000000001,0.5998000666444518,1,1,0
4P13T,0.0,4.8,12.683333333333334,20.683333333333334,0.0,0,0,0
4P13T,0.0,3.6,0.0,4.0,0.9,1,1,1
4P13T,0.0,3.6,0.0,6.002000000000001,0.5998000666444518,1,1,0
VD6P1,7.0,13.1,0.0,4.0,0.0,0,0,0
NYDRK,10.6,15.9,0.0,8.0,0.0,0,0,0
P2DV7,11.6,17.4,12.0,17.266666666666666,0.9080459770114943,1,1,1
TAZGF,4.5,10.5,0.6713333333333331,8.671333333333333,0.42440480227904764,1,0,0
TAZGF,7.3,13.0,7.678333333333333,12.062050000000001,0.769073099415205,1,1,1
TAZGF,7.3,13.0,7.678333333333333,12.062050000000001,0.769073099415205,1,1,1
1L376,8.8,14.8,11.43572298517492,19.43572298517492,0.316318600955904,1,0,0
MJX48,6.2,15.3,4.675333333333333,12.675333333333333,0.6094622576394552,1,1,0
MJX48,18.5,23.5,0.004000000000000448,8.004000000000001,0.0,0,0,0
MJX48,18.5,23.5,0.0,4.667333333333334,0.0,0,0,0
BD0S7,0.0,3.4,0.0,4.0,0.85,1,1,1
K2BY7,0.0,5.0,0.0,4.0,0.8,1,1,1
0AGCS,17.6,22.5,19.333333333333332,27.333333333333332,0.32534246575342485,1,0,0
BRLC0,13.5,19.2,5.6,13.6,0.007352941176470562,0,0,0
U7RVS,0.0,7.9,0.0,6.5,0.8227848101265822,1,1,1
U7RVS,0.0,7.9,0.0,6.5,0.8227848101265822,1,1,1
U7RVS,7.2,13.9,0.0,6.5,0.0,0,0,0
QEQJ3,15.1,24.3,24.333333333333332,30.583333333333332,0.0,0,0,0
QEQJ3,2.4,9.3,0.0,5.666666666666667,0.3512544802867384,1,0,0
QEQJ3,15.1,24.3,24.333333333333332,30.583333333333332,0.0,0,0,0
GUCB4,25.9,39.3,28.472939217318903,36.4729392173189,0.5970149253731344,1,1,0
GUCB4,8.8,26.5,19.31390507910075,27.31390507910075,0.3881458228394618,1,0,0
GUCB4,8.8,26.5,20.14654454621149,28.14654454621149,0.3284025960611486,1,0,0
GUCB4,8.8,26.5,19.31390507910075,27.31390507910075,0.3881458228394618,1,0,0
YW5C4,4.0,9.6,6.756302521008404,14.756302521008404,0.26437499999999986,0,0,0
YW5C4,18.0,24.0,16.168067226890756,24.168067226890756,0.75,1,1,1
YW5C4,18.2,25.9,20.201680672268907,26.218487394957982,0.7106476629637392,1,1,1
YW5C4,5.1,11.9,0.0,5.344537815126051,0.020549396229079944,0,0,0
2MJ72,11.0,17.0,10.4,18.4,0.7500000000000002,1,1,1
2MJ72,11.0,17.0,9.6,17.6,0.7499999999999999,1,1,1
EN80R,0.0,4.0,0.0,4.0,1.0,1,1,1
EN80R,0.0,4.0,0.0,4.0,1.0,1,1,1
EN80R,9.6,20.4,7.75792507204611,15.75792507204611,0.48709765660618226,1,0,0
PLGZM,0.0,3.2,0.0,6.669333333333333,0.4798080767692923,1,0,0
PLGZM,2.5,8.1,22.693333333333335,30.693333333333335,0.0,0,0,0
3MWAY,0.0,11.5,27.45917001338688,34.53815261044177,0.0,0,0,0
3MWAY,21.1,32.1,27.45917001338688,34.53815261044177,0.3453473197652989,1,0,0
3MWAY,7.8,14.3,12.73360107095047,20.73360107095047,0.12111081209762549,0,0,0
30TL5,7.7,15.4,11.172413793103448,19.17241379310345,0.3685001502855425,1,0,0
WSZSL,12.8,22.9,0.0,4.0,0.0,0,0,0
WSZSL,12.8,22.9,0.0,4.0,0.0,0,0,0
54XD1,27.8,31.0,26.0,30.2,0.4799999999999997,1,0,0
54XD1,21.4,27.2,26.0,30.2,0.13636363636363627,0,0,0
54XD1,21.4,27.2,24.0,30.2,0.36363636363636354,1,0,0
54XD1,27.8,31.0,24.0,30.2,0.34285714285714264,1,0,0
54XD1,27.8,31.0,26.0,30.2,0.4799999999999997,1,0,0
KZK6W,8.7,23.8,3.5,11.5,0.13793103448275865,0,0,0
KZK6W,0.0,6.3,0.0,4.0,0.6349206349206349,1,1,0
KZK6W,8.7,23.8,3.5,11.5,0.13793103448275865,0,0,0
KZK6W,14.7,30.4,0.0,4.0,0.0,0,0,0
6FUDS,9.7,17.0,10.189719626168223,18.189719626168223,0.8021796565389697,1,1,1
6FUDS,17.7,33.7,26.406542056074766,32.535,0.3830286214953268,1,0,0
6FUDS,17.7,33.7,17.622429906542056,25.622429906542056,0.49276289019357083,1,0,0
6FUDS,9.7,17.0,0.05420560747663572,8.054205607476636,0.0,0,0,0
QNUIU,16.6,31.0,25.333333333333332,30.233333333333334,0.34027777777777796,1,0,0
QNUIU,16.6,31.0,26.0,30.233333333333334,0.29398148148148157,0,0,0
5GPOJ,9.6,14.7,0.0,4.0,0.0,0,0,0
5GPOJ,9.6,14.7,0.0,4.0,0.0,0,0,0
CDIW7,6.6,13.5,0.0,7.328202354703166,0.05394091516319748,0,0,0
GLGQJ,0.0,17.6,21.946647206681263,29.946647206681263,0.0,0,0,0
GLGQJ,21.1,29.3,20.324981756263682,28.324981756263682,0.8050102584812023,1,1,1
GLGQJ,21.1,29.3,26.000810832725207,34.00081083272521,0.2557350239494879,0,0,0
GLGQJ,0.0,17.6,26.000810832725207,34.00081083272521,0.0,0,0,0
7XVS7,5.1,18.9,12.666666666666668,20.666666666666668,0.40042826552462507,1,0,0
7XVS7,5.1,18.9,3.333333333333333,11.333333333333332,0.40042826552462524,1,0,0
7XVS7,5.1,18.9,3.333333333333333,11.333333333333332,0.40042826552462524,1,0,0
ESAIY,17.3,29.5,19.356666666666666,27.356666666666666,0.6557377049180328,1,1,0
ESAIY,17.3,29.5,20.024,28.024,0.6557377049180328,1,1,0
ESAIY,0.7,11.6,0.0,4.667333333333334,0.3420114942528736,1,0,0
XFLQH,21.0,26.0,28.245892079173956,34.9216150389352,0.0,0,0,0
XFLQH,26.0,36.0,25.501560838393193,33.50156083839319,0.7145405829303353,1,1,1
XFLQH,26.0,36.0,26.187643648588384,34.187643648588384,0.8,1,1,1
XFLQH,26.0,36.0,9.03557339370862,17.03557339370862,0.0,0,0,0
JXF3M,11.3,20.5,24.1195079086116,32.119507908611595,0.0,0,0,0
JUINA,0.0,5.9,0.0,8.0,0.7375,1,1,1
JUINA,3.2,15.0,0.0,6.4,0.21333333333333335,0,0,0
TKFY2,10.7,17.2,13.530256548562182,21.530256548562182,0.3388417841242191,1,0,0
E6TED,22.0,31.0,23.333333333333332,30.433333333333334,0.7888888888888891,1,1,1
7FNZZ,20.4,29.5,0.0,4.0,0.0,0,0,0
T3FJH,0.0,4.2,19.356666666666666,27.356666666666666,0.0,0,0,0
